,interacted,mask
18519,0,1
18520,0,1
18521,6,0
18522,1000,1
18523,8,1
18524,0,0
18525,0,1
18526,0,1
18527,0,1
18528,1000,0
18529,203,0
18530,0,1
18531,195,0
18532,0,1
18533,0,1
18534,0,1
18535,0,1
18536,439,1
18537,1000,0
18538,15,1
18539,239,0
18540,1000,1
18541,1000,0
18542,38,0
18543,0,1
18544,1000,1
18545,20,1
18546,1,1
18547,4,1
18548,355,1
18549,0,0
18550,570,1
18551,1000,1
18552,0,1
18553,1000,1
18554,0,0
18555,0,0
18556,196,0
18557,4,0
18558,399,1
18559,77,1
18560,0,1
18561,0,1
18562,0,1
18563,0,1
18564,0,1
18565,0,1
18566,58,1
18567,226,0
18568,132,0
18569,0,1
18570,0,1
18571,0,1
18572,2,0
18573,1000,1
18574,1000,1
18575,1000,1
18576,194,1
18577,1000,1
18578,5,1
18579,192,1
18580,0,1
18581,168,1
18582,154,1
18583,332,1
18584,266,1
18585,116,1
18586,8,1
18587,4,1
18588,77,0
18589,0,0
18590,0,1
18591,342,1
18592,0,1
18593,0,1
18594,0,1
18595,1,1
18596,3,0
18597,88,0
18598,0,1
18599,0,1
18600,0,1
18601,0,0
18602,203,0
18603,0,0
18604,1000,1
18605,0,1
18606,47,1
18607,329,1
18608,0,0
18609,0,1
18610,0,1
18611,1000,1
18612,0,1
18613,2,1
18614,3,0
18615,3,0
18616,64,1
18617,1000,1
18618,297,1
18619,1000,0
18620,1,1
18621,0,1
18622,1,1
18623,995,1
18624,1000,1
18625,995,1
18626,994,1
18627,994,1
18628,994,1
18629,993,1
18630,1,0
18631,992,1
18632,0,1
18633,991,1
18634,991,1
18635,0,1
18636,0,1
18637,0,1
18638,7,1
18639,252,0
18640,28,1
18641,479,1
18642,0,1
18643,4,1
18644,0,1
18645,618,0
18646,1000,0
18647,177,1
18648,6,1
18649,0,1
18650,83,1
18651,0,1
18652,281,1
18653,0,1
18654,192,1
18655,1,0
18656,1000,1
18657,3,1
18658,15,1
18659,13,1
18660,0,1
18661,0,1
18662,4,1
18663,1000,0
18664,0,1
18665,0,1
18666,11,0
18667,2,1
18668,308,1
18669,0,1
18670,0,0
18671,2,1
18672,0,1
18673,4,1
18674,41,1
18675,1000,1
18676,260,1
18677,25,1
18678,1000,1
18679,0,1
18680,90,0
18681,1000,1
18682,1000,0
18683,40,1
18684,1000,1
18685,19,1
18686,4,1
18687,1000,1
18688,1000,1
18689,0,1
18690,0,1
18691,8,0
18692,0,1
18693,3,1
18694,5,0
18695,0,1
18696,1000,1
18697,1000,1
18698,0,1
18699,0,0
18700,113,1
18701,0,0
18702,0,1
18703,451,1
18704,0,1
18705,0,1
18706,0,1
18707,349,1
18708,0,1
18709,7,1
18710,0,1
18711,6,1
18712,0,1
18713,430,0
18714,0,1
18715,22,1
18716,0,1
18717,20,1
18718,0,0
18719,0,0
18720,1000,1
18721,246,1
18722,1000,1
18723,1000,1
18724,3,0
18725,4,1
18726,0,1
18727,215,1
18728,0,1
18729,1000,1
18730,1000,0
18731,0,0
18732,0,1
18733,17,0
18734,0,1
18735,1000,1
18736,0,1
18737,0,1
18738,1000,1
18739,0,1
18740,14,1
18741,293,1
18742,105,0
18743,1000,1
18744,101,1
18745,2,1
18746,0,1
18747,5,0
18748,74,1
18749,0,1
18750,1000,1
18751,980,1
18752,4,1
18753,0,1
18754,2,1
18755,66,1
18756,56,1
18757,0,1
18758,16,1
18759,0,1
18760,3,1
18761,6,1
18762,2,1
18763,0,1
18764,8,1
18765,0,1
18766,0,1
18767,100,1
18768,0,1
18769,0,1
18770,113,1
18771,3,1
18772,2,1
18773,120,1
18774,4,1
18775,1,1
18776,197,0
18777,0,1
18778,9,1
18779,83,0
18780,5,1
18781,0,1
18782,0,1
18783,18,1
18784,2,1
18785,147,1
18786,48,1
18787,0,0
18788,82,1
18789,1000,0
18790,1000,1
18791,57,1
18792,1000,1
18793,0,1
18794,0,1
18795,1000,1
18796,1000,1
18797,40,1
18798,1000,0
18799,58,1
18800,1000,0
18801,4,1
18802,0,1
18803,55,1
18804,10,1
18805,0,1
18806,0,1
18807,697,0
18808,1000,1
18809,0,1
18810,1000,1
18811,4,1
18812,7,0
18813,0,1
18814,117,0
18815,14,1
18816,0,1
18817,0,1
18818,0,1
18819,0,1
18820,0,1
18821,4,1
18822,0,1
18823,461,1
18824,5,0
18825,92,1
18826,0,1
18827,0,1
18828,0,1
18829,4,1
18830,4,1
18831,0,0
18832,0,1
18833,1000,1
18834,23,1
18835,1000,1
18836,1000,1
18837,4,1
18838,1000,1
18839,90,0
18840,0,1
18841,0,1
18842,1000,1
18843,267,1
18844,0,1
18845,334,0
18846,8,1
18847,1000,1
18848,1000,0
18849,698,1
18850,0,1
18851,17,1
18852,8,1
18853,123,1
18854,7,1
18855,1,1
18856,86,1
18857,0,1
18858,0,1
18859,0,1
18860,0,1
18861,82,1
18862,8,1
18863,1000,1
18864,17,1
18865,7,1
18866,0,1
18867,62,1
18868,0,1
18869,134,1
18870,1000,1
18871,158,1
18872,1000,1
18873,1000,1
18874,1000,1
18875,4,1
18876,0,1
18877,1000,0
18878,765,1
18879,0,1
18880,0,1
18881,39,1
18882,0,1
18883,450,0
18884,0,1
18885,316,1
18886,0,1
18887,0,1
18888,0,1
18889,0,1
18890,22,1
18891,241,1
18892,0,1
18893,4,1
18894,1000,1
18895,63,1
18896,0,1
18897,0,1
18898,1000,1
18899,1000,1
18900,0,1
18901,3,1
18902,0,0
18903,149,1
18904,1000,1
18905,0,1
18906,4,1
18907,0,0
18908,64,1
18909,1,1
18910,3,1
18911,0,1
18912,0,1
18913,1000,1
18914,417,1
18915,102,1
18916,46,1
18917,1000,1
18918,5,1
18919,0,1
18920,2,1
18921,195,1
18922,6,1
18923,0,1
18924,0,0
18925,1000,1
18926,13,1
18927,1000,1
18928,2,1
18929,0,1
18930,11,0
18931,15,1
18932,0,1
18933,6,1
18934,519,1
18935,3,0
18936,102,1
18937,0,1
18938,228,0
18939,1000,1
18940,203,0
18941,1000,1
18942,4,1
18943,1000,1
18944,1000,1
18945,206,1
18946,0,0
18947,220,1
18948,445,1
18949,3,1
18950,1000,1
18951,1000,1
18952,1000,1
18953,1000,1
18954,0,1
18955,157,0
18956,258,1
18957,1000,1
18958,179,1
18959,0,1
18960,596,1
18961,1000,1
18962,1000,1
18963,205,1
18964,85,1
18965,6,1
18966,208,1
18967,0,0
18968,1000,1
18969,5,1
18970,127,1
18971,2,1
18972,108,1
18973,215,1
18974,175,1
18975,0,1
18976,1000,1
18977,27,1
18978,0,0
18979,111,1
18980,1000,1
18981,0,1
18982,1000,1
18983,1000,1
18984,0,1
18985,92,1
18986,4,1
18987,0,0
18988,15,1
18989,1000,0
18990,93,0
18991,3,1
18992,383,1
18993,1,1
18994,0,0
18995,95,1
18996,0,1
18997,0,0
18998,23,1
18999,59,1
19000,1000,0
19001,16,1
19002,0,1
19003,1000,1
19004,23,1
19005,114,1
19006,36,1
19007,1000,1
19008,0,1
19009,0,1
19010,0,1
19011,1000,1
19012,305,1
19013,1000,0
19014,1000,1
19015,607,0
19016,204,1
19017,149,1
19018,233,1
19019,3,1
19020,0,1
19021,18,0
19022,548,1
19023,210,1
19024,130,1
19025,24,1
19026,132,1
19027,1000,1
19028,0,1
19029,0,1
19030,71,1
19031,21,0
19032,0,1
19033,18,1
19034,179,1
19035,0,1
19036,3,1
19037,58,1
19038,399,1
19039,0,1
19040,0,0
19041,84,1
19042,102,1
19043,57,1
19044,1000,1
19045,2,1
19046,1000,1
19047,0,1
19048,1000,1
19049,13,1
19050,294,1
19051,0,0
19052,0,1
19053,59,1
19054,0,1
19055,72,1
19056,57,1
19057,0,1
19058,0,1
19059,5,1
19060,9,1
19061,143,1
19062,1000,1
19063,1000,1
19064,1000,1
19065,15,0
19066,0,1
19067,1000,1
19068,1000,1
19069,0,1
19070,0,1
19071,1000,0
19072,1000,1
19073,1000,1
19074,1000,0
19075,43,0
19076,0,1
19077,6,1
19078,57,1
19079,658,1
19080,69,1
19081,73,1
19082,15,0
19083,1000,1
19084,0,1
19085,0,0
19086,0,1
19087,0,0
19088,25,1
19089,135,1
19090,0,1
19091,3,1
19092,777,1
19093,112,1
19094,6,0
19095,474,1
19096,3,1
19097,1000,1
19098,1000,1
19099,166,1
19100,540,1
19101,0,1
19102,0,1
19103,0,1
19104,1000,0
19105,4,0
19106,28,0
19107,1000,1
19108,0,1
19109,232,0
19110,452,1
19111,31,1
19112,1000,1
19113,0,1
19114,366,1
19115,375,1
19116,33,1
19117,605,1
19118,1000,0
19119,1000,1
19120,19,1
19121,18,1
19122,287,0
19123,3,0
19124,0,1
19125,0,1
19126,152,1
19127,1000,1
19128,1000,1
19129,29,1
19130,81,1
19131,222,1
19132,1000,1
19133,1000,0
19134,5,1
19135,1000,1
19136,3,1
19137,0,0
19138,85,1
19139,1000,1
19140,8,0
19141,34,1
19142,0,1
19143,0,1
19144,0,1
19145,138,1
19146,0,1
19147,0,1
19148,0,1
19149,23,0
19150,165,1
19151,1000,1
19152,1000,1
19153,1000,0
19154,10,1
19155,0,1
19156,0,1
19157,127,1
19158,0,1
19159,0,1
19160,30,1
19161,0,1
19162,1000,1
19163,205,1
19164,0,1
19165,0,1
19166,10,1
19167,0,0
19168,1000,1
19169,1000,1
19170,119,1
19171,1000,1
19172,1000,1
19173,1000,0
19174,1000,0
19175,0,1
19176,71,1
19177,8,1
19178,213,0
19179,1000,1
19180,25,1
19181,23,1
19182,72,1
19183,1000,1
19184,70,1
19185,19,1
19186,0,1
19187,0,1
19188,0,1
19189,0,1
19190,0,1
19191,191,1
19192,3,1
19193,367,1
19194,1000,1
19195,0,1
19196,0,1
19197,32,1
19198,40,1
19199,1000,1
19200,1000,1
19201,675,1
19202,1000,0
19203,257,0
19204,0,1
19205,0,1
19206,154,1
19207,133,0
19208,1000,1
19209,0,1
19210,1000,1
19211,8,0
19212,0,0
19213,735,1
19214,0,1
19215,0,1
19216,0,1
19217,43,1
19218,4,0
19219,0,1
19220,6,1
19221,5,1
19222,1000,1
19223,51,1
19224,1000,1
19225,6,1
19226,16,1
19227,0,1
19228,0,1
19229,4,0
19230,1000,1
19231,0,0
19232,167,1
19233,166,1
19234,4,0
19235,0,1
19236,675,1
19237,120,1
19238,6,1
19239,1000,1
19240,3,0
19241,14,1
19242,5,0
19243,1000,0
19244,1000,1
19245,1000,0
19246,1000,1
19247,2,1
19248,1000,0
19249,1000,1
19250,0,1
19251,0,1
19252,0,1
19253,64,1
19254,672,0
19255,1000,1
19256,1000,0
19257,1000,1
19258,205,1
19259,1000,1
19260,0,1
19261,0,0
19262,24,0
19263,48,0
19264,63,1
19265,4,1
19266,0,1
19267,1000,0
19268,628,1
19269,1000,1
19270,7,1
19271,1000,1
19272,98,1
19273,1000,0
19274,138,0
19275,1000,1
19276,2,1
19277,8,1
19278,5,1
19279,92,1
19280,4,1
19281,1000,1
19282,1000,0
19283,29,1
19284,1000,0
19285,0,0
19286,315,1
19287,59,0
19288,4,1
19289,14,1
19290,0,0
19291,16,0
19292,0,1
19293,313,0
19294,0,1
19295,1000,1
19296,234,1
19297,19,1
19298,1000,1
19299,0,1
19300,869,1
19301,18,1
19302,644,1
19303,0,1
19304,1000,1
19305,0,1
19306,21,0
19307,0,1
19308,0,1
19309,0,1
19310,326,1
19311,321,1
19312,1000,1
19313,0,1
19314,284,1
19315,39,1
19316,0,0
19317,1000,0
19318,1000,1
19319,1000,0
19320,1000,0
19321,4,0
19322,1000,1
19323,1000,0
19324,0,1
19325,3,1
19326,80,1
19327,1000,1
19328,6,1
19329,1000,1
19330,652,1
19331,1,1
19332,1000,1
19333,1000,1
19334,1000,0
19335,3,1
19336,38,0
19337,0,0
19338,22,1
19339,1000,0
19340,3,0
19341,1000,1
19342,0,1
19343,1000,1
19344,0,1
19345,14,1
19346,0,0
19347,0,1
19348,0,1
19349,3,1
19350,1000,1
19351,0,1
19352,1000,1
19353,1000,0
19354,1000,1
19355,1000,1
19356,1000,0
19357,0,0
19358,37,1
19359,534,1
19360,1000,1
19361,1000,1
19362,36,1
19363,9,1
19364,1000,1
19365,1000,0
19366,92,1
19367,1000,1
19368,14,1
19369,4,1
19370,1000,1
19371,1000,1
19372,1000,1
19373,0,1
19374,29,1
19375,1045,1
19376,1000,1
19377,0,0
19378,35,1
19379,0,1
19380,0,1
19381,1000,0
19382,1000,1
19383,7,1
19384,1000,1
19385,0,0
19386,1000,1
19387,1000,1
19388,1198,1
19389,8,0
19390,9,1
19391,1000,1
19392,1026,1
19393,1000,1
19394,9,1
19395,1000,1
19396,5,1
19397,4,0
19398,284,1
19399,1000,0
19400,1000,0
19401,0,1
19402,1000,1
19403,1174,1
19404,0,1
19405,6,1
19406,1000,1
19407,0,0
19408,0,1
19409,0,1
19410,9,1
19411,7,1
19412,1000,1
19413,1000,0
19414,0,1
19415,8,1
19416,756,1
19417,1000,1
19418,1000,1
19419,0,1
19420,0,1
19421,1000,1
19422,1000,1
19423,1000,1
19424,0,1
19425,39,1
19426,0,1
19427,1000,0
19428,66,1
19429,1000,1
19430,11,1
19431,0,0
19432,286,1
19433,1000,1
19434,0,1
19435,55,1
19436,534,0
19437,1000,1
19438,1000,1
19439,1000,1
19440,105,1
19441,911,0
19442,1000,0
19443,911,1
19444,911,1
19445,911,1
19446,903,1
19447,903,1
19448,903,0
19449,903,0
19450,2,1
19451,902,1
19452,902,1
19453,901,1
19454,900,0
19455,900,1
19456,1000,1
19457,900,1
19458,1000,0
19459,898,1
19460,898,1
19461,898,1
19462,1000,1
19463,1000,1
19464,1000,1
19465,5,1
19466,1000,0
19467,1000,0
19468,0,1
19469,145,1
19470,1000,1
19471,1000,1
19472,294,1
19473,39,1
19474,140,1
19475,7,1
19476,108,1
19477,975,1
19478,1000,1
19479,0,1
19480,1000,1
19481,0,1
19482,7,1
19483,35,1
19484,1000,0
19485,47,1
19486,105,0
19487,1063,1
19488,78,1
19489,1000,0
19490,0,1
19491,0,1
19492,0,1
19493,77,1
19494,11,1
19495,4,1
19496,1000,1
19497,1000,0
19498,17,0
19499,1000,0
19500,0,1
19501,1000,0
19502,3,1
19503,1000,1
19504,1101,1
19505,1000,1
19506,97,1
19507,0,1
19508,5,1
19509,113,1
19510,0,1
19511,498,0
19512,0,1
19513,0,1
19514,0,1
19515,0,0
19516,36,1
19517,0,1
19518,3,1
19519,4,1
19520,144,1
19521,4,1
19522,0,1
19523,5,1
19524,174,0
19525,1,1
19526,1000,1
19527,2,1
19528,0,0
19529,179,1
19530,1000,1
19531,1000,1
19532,1000,1
19533,1000,1
19534,1000,1
19535,159,1
19536,1000,1
19537,17,1
19538,18,0
19539,0,1
19540,58,1
19541,1000,1
19542,4,1
19543,197,1
19544,1000,0
19545,3,1
19546,86,1
19547,81,1
19548,163,0
19549,3,0
19550,3,1
19551,3,1
19552,0,1
19553,7,1
19554,11,1
19555,4,0
19556,0,1
19557,0,1
19558,8,1
19559,0,0
19560,1000,1
19561,0,1
19562,6,1
19563,0,1
19564,21,1
19565,361,1
19566,0,0
19567,0,1
19568,0,1
19569,0,1
19570,201,1
19571,3,1
19572,2,1
19573,1000,1
19574,1000,1
19575,0,1
19576,224,1
19577,1000,1
19578,0,1
19579,73,1
19580,1000,1
19581,1000,1
19582,123,1
19583,1000,1
19584,1000,1
19585,1000,0
19586,4,1
19587,1000,1
19588,1160,0
19589,6,0
19590,1159,1
19591,3,0
19592,122,0
19593,8,1
19594,1000,1
19595,0,1
19596,0,1
19597,0,1
19598,0,1
19599,1000,0
19600,1000,1
19601,1000,0
19602,2,1
19603,1000,1
19604,899,1
19605,1000,1
19606,1000,0
19607,0,1
19608,1000,0
19609,0,1
19610,0,1
19611,0,1
19612,1000,1
19613,0,0
19614,0,1
19615,11,1
19616,1000,1
19617,1000,1
19618,1000,1
19619,2,0
19620,1000,1
19621,1000,1
19622,1000,1
19623,1000,1
19624,1000,1
19625,984,0
19626,984,1
19627,984,0
19628,984,1
19629,1000,1
19630,984,0
19631,1000,1
19632,984,0
19633,984,0
19634,1000,1
19635,984,1
19636,984,0
19637,983,1
19638,983,1
19639,10,0
19640,1000,1
19641,983,1
19642,982,1
19643,982,1
19644,982,1
19645,1000,1
19646,982,1
19647,982,1
19648,981,1
19649,981,1
19650,981,1
19651,981,1
19652,981,1
19653,981,1
19654,980,1
19655,980,0
19656,1000,1
19657,980,1
19658,980,1
19659,971,0
19660,4,1
19661,979,0
19662,979,1
19663,979,1
19664,978,1
19665,978,1
19666,978,1
19667,1000,1
19668,978,1
19669,978,1
19670,977,0
19671,977,1
19672,977,1
19673,977,0
19674,977,1
19675,977,0
19676,977,0
19677,976,1
19678,976,0
19679,1000,1
19680,976,1
19681,975,1
19682,975,1
19683,975,0
19684,1000,0
19685,1000,1
19686,974,1
19687,1000,1
19688,974,1
19689,974,1
19690,974,1
19691,974,1
19692,974,1
19693,974,1
19694,973,1
19695,973,1
19696,1000,1
19697,973,1
19698,973,1
19699,1000,0
19700,972,1
19701,972,0
19702,972,1
19703,972,0
19704,972,1
19705,972,1
19706,971,1
19707,971,1
19708,971,1
19709,971,1
19710,971,1
19711,971,1
19712,970,1
19713,970,1
19714,888,1
19715,970,0
19716,970,1
19717,969,1
19718,1000,1
19719,1000,1
19720,4,1
19721,10,1
19722,1000,1
19723,1000,1
19724,1000,1
19725,1000,1
19726,1000,1
19727,3,0
19728,1000,1
19729,734,0
19730,1000,1
19731,1000,1
19732,4,1
19733,305,1
19734,1000,0
19735,1000,1
19736,311,1
19737,1000,0
19738,1000,1
19739,1000,1
19740,794,0
19741,4,1
19742,4,1
19743,3,1
19744,1000,1
19745,0,0
19746,0,1
19747,0,1
19748,1034,1
19749,338,1
19750,1034,0
19751,1034,0
19752,0,1
19753,1034,0
19754,1034,1
19755,797,1
19756,0,1
19757,0,1
19758,1034,1
19759,1034,1
19760,1034,0
19761,1034,1
19762,1034,1
19763,1034,1
19764,4,1
19765,1000,1
19766,1034,1
19767,1000,1
19768,1033,1
19769,1000,1
19770,1033,1
19771,0,1
19772,1033,1
19773,3,0
19774,0,1
19775,22,0
19776,50,1
19777,5,1
19778,0,1
19779,0,1
19780,0,1
19781,1000,0
19782,1000,1
19783,1000,1
19784,881,1
19785,6,1
19786,41,1
19787,7,1
19788,7,0
19789,1120,1
19790,1120,1
19791,178,1
19792,1000,1
19793,1000,0
19794,1120,1
19795,1000,0
19796,1000,1
19797,1119,1
19798,1119,0
19799,1119,1
19800,1000,1
19801,1119,1
19802,12,1
19803,1000,0
19804,1098,1
19805,1098,1
19806,1098,0
19807,1000,1
19808,1097,1
19809,1097,1
19810,361,1
19811,1000,1
19812,2,1
19813,1000,0
19814,1097,0
19815,1097,1
19816,1000,1
19817,1097,1
19818,1000,0
19819,1000,1
19820,1000,0
19821,1097,1
19822,1097,1
19823,1097,0
19824,0,1
19825,1097,1
19826,1097,1
19827,1097,1
19828,1097,1
19829,0,1
19830,0,1
19831,57,1
19832,398,1
19833,0,1
19834,1000,1
19835,66,1
19836,11,0
19837,1000,1
19838,92,0
19839,1000,1
19840,2,1
19841,0,1
19842,1000,1
19843,4,0
19844,4,0
19845,25,1
19846,0,1
19847,1000,1
19848,1188,1
19849,1188,0
19850,1181,1
19851,0,1
19852,5,1
19853,15,1
19854,1000,0
19855,0,1
19856,4,1
19857,3,1
19858,15,1
19859,0,1
19860,1148,1
19861,0,1
19862,0,1
19863,0,1
19864,5,1
19865,1068,1
19866,1068,1
19867,6,1
19868,1068,0
19869,1068,0
19870,1068,1
19871,1067,1
19872,0,1
19873,1067,1
19874,3,1
19875,0,1
19876,0,1
19877,1000,1
19878,0,1
19879,1066,1
19880,1000,1
19881,207,0
19882,0,1
19883,0,1
19884,1066,1
19885,3,1
19886,0,1
19887,0,1
19888,43,1
19889,17,1
19890,24,1
19891,1000,1
19892,1000,1
19893,1000,1
19894,1000,1
19895,108,0
19896,1000,1
19897,1000,1
19898,1000,1
19899,1000,1
19900,1000,1
19901,1000,1
19902,193,0
19903,1,0
19904,227,1
19905,1000,1
19906,126,0
19907,4,0
19908,1000,1
19909,1000,0
19910,1000,1
19911,1000,1
19912,403,1
19913,120,1
19914,27,0
19915,1000,1
19916,59,1
19917,824,1
19918,377,1
19919,1000,1
19920,1000,1
19921,0,1
19922,1000,1
19923,1000,1
19924,1000,0
19925,1000,1
19926,1000,0
19927,1000,1
19928,14,1
19929,1000,1
19930,1000,1
19931,298,0
19932,129,1
19933,1000,0
19934,1000,1
19935,1000,1
19936,2,1
19937,259,1
19938,96,1
19939,0,1
19940,1000,0
19941,2,1
19942,6,1
19943,0,1
19944,18,0
19945,1000,1
19946,114,1
19947,29,1
19948,3,1
19949,297,0
19950,0,1
19951,1000,1
19952,1000,0
19953,32,1
19954,1000,1
19955,1000,1
19956,1000,1
19957,1000,1
19958,1000,0
19959,1000,1
19960,714,1
19961,1000,1
19962,399,1
19963,1000,1
19964,13,1
19965,86,1
19966,18,1
19967,13,0
19968,564,1
19969,1000,1
19970,1000,1
19971,330,1
19972,317,1
19973,8,1
19974,0,1
19975,168,1
19976,1000,0
19977,0,1
19978,1000,1
19979,1000,1
19980,1000,1
19981,1000,1
19982,2,1
19983,1000,1
19984,1000,1
19985,1000,1
19986,112,0
19987,0,1
19988,791,1
19989,0,0
19990,8,1
19991,10,0
19992,1000,1
19993,5,0
19994,0,1
19995,0,1
19996,0,1
19997,0,1
19998,7,1
19999,0,1
20000,851,1
20001,0,1
20002,1000,1
20003,1000,1
20004,851,0
20005,850,1
20006,90,0
20007,850,0
20008,5,0
20009,0,0
20010,15,1
20011,9,1
20012,1000,0
20013,48,1
20014,1000,0
20015,1000,1
20016,1000,1
20017,3,1
20018,1000,1
20019,1000,1
20020,1000,1
20021,1000,1
20022,1000,1
20023,1000,1
20024,1000,1
20025,1000,1
20026,1000,1
20027,22,0
20028,770,1
20029,116,1
20030,1000,1
20031,1000,1
20032,1000,1
20033,1000,1
20034,145,1
20035,251,0
20036,1000,1
20037,1000,1
20038,552,1
20039,1000,1
20040,1000,1
20041,1000,1
20042,416,1
20043,4,0
20044,1000,1
20045,1000,1
20046,1000,0
20047,1000,1
20048,1000,1
20049,1000,1
20050,932,0
20051,932,1
20052,1000,1
20053,932,0
20054,932,1
20055,932,1
20056,1000,1
20057,931,1
20058,1000,0
20059,931,1
20060,931,1
20061,930,1
20062,1000,1
20063,929,0
20064,929,1
20065,929,0
20066,928,0
20067,928,1
20068,928,1
20069,928,1
20070,927,1
20071,927,0
20072,927,0
20073,927,0
20074,926,0
20075,1000,0
20076,1000,1
20077,925,1
20078,924,1
20079,924,1
20080,924,0
20081,923,1
20082,923,1
20083,923,1
20084,923,1
20085,922,1
20086,922,0
20087,922,0
20088,922,1
20089,921,1
20090,921,0
20091,921,1
20092,920,1
20093,920,1
20094,920,1
20095,918,1
20096,918,0
20097,918,1
20098,30,0
20099,917,1
20100,916,1
20101,916,1
20102,915,1
20103,915,1
20104,915,1
20105,914,1
20106,913,1
20107,913,0
20108,913,0
20109,913,1
20110,912,0
20111,912,1
20112,912,1
20113,911,1
20114,910,1
20115,910,1
20116,910,1
20117,910,1
20118,909,0
20119,909,1
20120,909,0
20121,1000,1
20122,908,1
20123,908,1
20124,907,1
20125,907,1
20126,907,1
20127,907,0
20128,907,1
20129,1000,1
20130,906,1
20131,1000,1
20132,905,1
20133,905,0
20134,905,0
20135,904,1
20136,904,1
20137,904,1
20138,1000,1
20139,903,0
20140,902,1
20141,902,0
20142,901,1
20143,901,1
20144,901,1
20145,900,0
20146,900,0
20147,1000,1
20148,1000,1
20149,1000,1
20150,1000,1
20151,1000,0
20152,897,1
20153,897,1
20154,897,1
20155,1000,1
20156,1000,1
20157,1000,1
20158,897,1
20159,257,1
20160,18,1
20161,1000,1
20162,894,1
20163,1000,1
20164,893,1
20165,893,1
20166,1000,1
20167,892,1
20168,1000,0
20169,1000,1
20170,0,1
20171,1000,1
20172,1000,1
20173,890,1
20174,1000,1
20175,889,1
20176,1000,1
20177,888,1
20178,1000,1
20179,1000,1
20180,31,1
20181,887,0
20182,886,1
20183,1000,1
20184,1000,1
20185,885,1
20186,1000,1
20187,1000,0
20188,1000,1
20189,31,1
20190,884,0
20191,884,1
20192,1000,1
20193,1000,1
20194,882,1
20195,882,0
20196,881,1
20197,881,1
20198,1000,1
20199,881,1
20200,1000,1
20201,879,0
20202,879,1
20203,878,1
20204,1000,0
20205,1000,1
20206,1000,1
20207,877,1
20208,1000,1
20209,876,1
20210,1000,1
20211,1000,0
20212,875,1
20213,1000,0
20214,875,1
20215,874,1
20216,1000,1
20217,1000,0
20218,1000,1
20219,1000,1
20220,872,1
20221,870,1
20222,869,1
20223,1000,1
20224,1000,0
20225,1000,0
20226,868,1
20227,1000,1
20228,868,0
20229,868,0
20230,867,1
20231,867,0
20232,867,1
20233,867,1
20234,867,1
20235,867,1
20236,866,1
20237,1000,1
20238,865,1
20239,864,1
20240,864,1
20241,1000,1
20242,864,0
20243,862,1
20244,862,1
20245,862,1
20246,1000,1
20247,861,1
20248,1000,1
20249,1000,1
20250,860,1
20251,1000,1
20252,1000,1
20253,1000,1
20254,1000,1
20255,1000,1
20256,1000,1
20257,1000,1
20258,46,1
20259,37,1
20260,1000,1
20261,99,1
20262,680,0
20263,44,1
20264,406,1
20265,1000,1
20266,1000,1
20267,53,0
20268,291,1
20269,35,1
20270,1000,1
20271,92,1
20272,1000,1
20273,24,1
20274,1000,1
20275,1000,1
20276,642,0
20277,1000,1
20278,50,1
20279,1000,1
20280,1000,1
20281,1000,1
20282,1000,1
20283,1000,1
20284,1000,0
20285,1000,1
20286,1000,1
20287,1000,1
20288,1000,1
20289,367,0
20290,1000,1
20291,1000,1
20292,1000,1
20293,1000,1
20294,1000,1
20295,1000,1
20296,1000,1
20297,1000,1
20298,1000,1
20299,1000,1
20300,1000,1
20301,1000,0
20302,1000,1
20303,1000,1
20304,1000,1
20305,1000,1
20306,0,1
20307,1000,1
20308,1000,1
20309,1000,1
20310,1000,1
20311,10,1
20312,1000,1
20313,1000,1
20314,421,0
20315,1000,1
20316,1000,1
20317,1000,1
20318,1000,0
20319,1000,1
20320,1000,1
20321,1000,0
20322,264,1
20323,1000,0
20324,1000,1
20325,1000,0
20326,12,1
20327,1000,1
20328,892,1
20329,1000,1
20330,936,1
20331,936,1
20332,936,1
20333,936,1
20334,936,0
20335,935,1
20336,935,1
20337,1000,1
20338,933,1
20339,933,1
20340,933,1
20341,933,1
20342,933,1
20343,932,1
20344,931,1
20345,931,1
20346,931,0
20347,931,1
20348,931,0
20349,930,1
20350,930,1
20351,929,1
20352,929,0
20353,929,0
20354,1000,1
20355,928,1
20356,928,1
20357,928,1
20358,928,1
20359,927,1
20360,927,0
20361,926,0
20362,926,1
20363,926,0
20364,925,0
20365,925,1
20366,925,1
20367,924,0
20368,923,1
20369,923,0
20370,923,1
20371,923,0
20372,922,1
20373,922,0
20374,921,1
20375,921,1
20376,9,1
20377,921,1
20378,920,1
20379,920,1
20380,920,1
20381,919,1
20382,918,1
20383,918,1
20384,917,1
20385,917,1
20386,917,1
20387,917,1
20388,916,0
20389,916,1
20390,1054,1
20391,916,1
20392,915,0
20393,915,1
20394,914,1
20395,914,1
20396,914,0
20397,914,1
20398,913,0
20399,1000,1
20400,912,1
20401,911,1
20402,911,1
20403,911,1
20404,911,1
20405,911,1
20406,911,1
20407,910,1
20408,910,1
20409,1000,1
20410,909,0
20411,909,1
20412,909,1
20413,908,1
20414,908,1
20415,908,1
20416,1000,1
20417,908,1
20418,907,1
20419,907,1
20420,906,0
20421,906,1
20422,1000,1
20423,905,1
20424,1000,1
20425,905,1
20426,1000,1
20427,905,0
20428,1000,1
20429,904,0
20430,904,0
20431,1000,1
